recordtype,id,type,dc.identifier,dc.language,dc.source,isVersionOf,hasVersion,alternative,description,identifier,issued,dct.language,license,publisher,rightsHolder,spatial,title,rootResource,label,owl.versionInfo,contactPoint,dataset,accessRights,landingPage,servesDataset,page,accrualPeriodicity,temporal,distribution,theme,format,accessURL,compressFormat,downloadURL,mediaType,downloadLocation,packageFileName,packageName,versionInfo
CATALOG,omg_catalog:codelijst,dcat:Catalog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omg_dataset:codelijst-chemischeanalysemethodeontsluitingen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DATASET,omg_dataset:codelijst-chemischeanalysemethodeontsluitingen,dcat:Dataset,be.vlaanderen.bodemenondergrond.data.id.dataset.codelijst-chemischeanalysemethodeontsluitingen,nl,NA,NA,NA,Dataset codelijst chemischeanalysemethodeontsluitingen,"Deze dataset bevat een lijst van testconcepten, die gebruikt worden binnen het beleidsdomein bodemenondergrond van de Vlaamse Overheid.",omg_dataset:codelijst-chemischeanalysemethodeontsluitingen,NA,language:NLD,http://data.vlaanderen.be/id/licentie/modellicentie-gratis-hergebruik/v1.0,ovo:OVO003323,ovo:OVO003751,https://www.geonames.org/3337388/flanders|country:BEL,Codelijst chemischeanalysemethodeontsluitingen,omg_conceptscheme:chemischeanalysemethodeontsluitingen,Codelijst chemischeanalysemethodeontsluitingen,NA,omg_vcard:helpdesk,NA,access_right:PUBLIC,https://data.bodemenondergrond.vlaanderen.be/doc/catalog/codelijst.html,NA,https://data.bodemenondergrond.vlaanderen.be/doc/dataset/codelijst-chemischeanalysemethodeontsluitingen.html,frequency:IRREG,omg_periodoftime:dataset_omg,NA,gemet:10087|datatheme_be:ENVI|eurovoc:2407|datatheme_eu:ENVI,NA,NA,NA,NA,NA,NA,NA,NA,NA
VERSIE-DATASET,omg_dataset:codelijst-chemischeanalysemethodeontsluitingen,dcat:Dataset,be.vlaanderen.bodemenondergrond.data.id.dataset.codelijst-chemischeanalysemethodeontsluitingen,nl,NA,omg_dataset:codelijst-chemischeanalysemethodeontsluitingen,NA,Dataset codelijst chemischeanalysemethodeontsluitingen,"Deze dataset bevat een lijst van testconcepten, die gebruikt worden binnen het beleidsdomein bodemenondergrond van de Vlaamse Overheid.",omg_dataset:codelijst-chemischeanalysemethodeontsluitingen,NA,language:NLD,http://data.vlaanderen.be/id/licentie/modellicentie-gratis-hergebruik/v1.0,ovo:OVO003323,ovo:OVO003751,https://www.geonames.org/3337388/flanders|country:BEL,Codelijst chemischeanalysemethodeontsluitingen,omg_conceptscheme:chemischeanalysemethodeontsluitingen,Codelijst chemischeanalysemethodeontsluitingen,NA,omg_vcard:helpdesk,NA,access_right:PUBLIC,https://data.bodemenondergrond.vlaanderen.be/doc/catalog/codelijst.html,NA,https://data.bodemenondergrond.vlaanderen.be/doc/dataset/codelijst-chemischeanalysemethodeontsluitingen.html,frequency:IRREG,omg_periodoftime:dataset_omg,omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_csv|omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_xsd|omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_rdf|omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_jsonld|omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_ttl|omg_package:be.vlaanderen.bodemenondergrond.data.id.graph.codelijst-chemischeanalysemethodeontsluitingen,gemet:10087|datatheme_be:ENVI|eurovoc:2407|datatheme_eu:ENVI,NA,NA,NA,NA,NA,NA,NA,NA,NA
VERSIE-DISTRIB,omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_csv,dcat:Distribution,be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_csv,NA,NA,NA,NA,NA,"Codelijst chemischeanalysemethodeontsluitingen, geserialiseerd in csv tabelformaat.",omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_csv,10/09/2022,NA,NA,NA,ovo:OVO003751,NA,Codelijst chemischeanalysemethodeontsluitingen in text/csv formaat.,NA,"Codelijst chemischeanalysemethodeontsluitingen, in text/csv formaat.",NA,NA,NA,access_right:PUBLIC,NA,NA,https://data.bodemenondergrond.vlaanderen.be/doc/distribution/codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_csv.html,NA,NA,NA,NA,file_type:CSV,https://github.com/bodemenondergrond/codelijst-chemischeanalysemethodeontsluitingen.git,http://www.iana.org/assignments/media-types/application/gzip,https://datasets.bodemenondergrond.vlaanderen.be/be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen.csv,https://www.iana.org/assignments/media-types/text/csv,NA,NA,NA,NA
VERSIE-DISTRIB,omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_jsonld,dcat:Distribution,be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_jsonld,NA,NA,NA,NA,NA,"Codelijst chemischeanalysemethodeontsluitingen, geserialiseerd in een jsonld bestand.",omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_jsonld,10/09/2022,NA,NA,NA,ovo:OVO003751,NA,Codelijst chemischeanalysemethodeontsluitingen in jsonld rdf-formaat.,NA,"Codelijst chemischeanalysemethodeontsluitingen, in jsonld rdf-formaat.",NA,NA,NA,access_right:PUBLIC,NA,NA,https://data.bodemenondergrond.vlaanderen.be/doc/distribution/codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_jsonld.html,NA,NA,NA,NA,file_type:JSON_LD,https://github.com/bodemenondergrond/codelijst-chemischeanalysemethodeontsluitingen.git,http://www.iana.org/assignments/media-types/application/gzip,https://datasets.bodemenondergrond.vlaanderen.be/be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen.jsonld,https://www.iana.org/assignments/media-types/application/ld+json,NA,NA,NA,NA
VERSIE-DISTRIB,omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_ttl,dcat:Distribution,be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_ttl,NA,NA,NA,NA,NA,"Codelijst chemischeanalysemethodeontsluitingen, geserialiseerd in Turtle bestand.",omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_ttl,10/09/2022,NA,NA,NA,ovo:OVO003751,NA,Codelijst chemischeanalysemethodeontsluitingen in Turtle rdf-formaat.,NA,"Codelijst chemischeanalysemethodeontsluitingen, in Turtle rdf-formaat.",NA,NA,NA,access_right:PUBLIC,NA,NA,https://data.bodemenondergrond.vlaanderen.be/doc/distribution/codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_ttl.html,NA,NA,NA,NA,file_type:RDF_TURTLE,https://github.com/bodemenondergrond/codelijst-chemischeanalysemethodeontsluitingen.git,http://www.iana.org/assignments/media-types/application/gzip,https://datasets.bodemenondergrond.vlaanderen.be/be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen.ttl,https://www.iana.org/assignments/media-types/text/turtle,NA,NA,NA,NA
VERSIE-DISTRIB,omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_rdf,dcat:Distribution,be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_rdf,NA,NA,NA,NA,NA,"Codelijst chemischeanalysemethodeontsluitingen, geserialiseerd in rdf/xml bestand.",omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_rdf,10/09/2022,NA,NA,NA,ovo:OVO003751,NA,Codelijst chemischeanalysemethodeontsluitingen in xml rdf-formaat.,NA,"Codelijst chemischeanalysemethodeontsluitingen, in xml rdf-formaat.",NA,NA,NA,access_right:PUBLIC,NA,NA,https://data.bodemenondergrond.vlaanderen.be/doc/distribution/codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_rdf.html,NA,NA,NA,NA,file_type:RDF_XML,https://github.com/bodemenondergrond/codelijst-chemischeanalysemethodeontsluitingen.git,http://www.iana.org/assignments/media-types/application/gzip,https://datasets.bodemenondergrond.vlaanderen.be/be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen.rdf,https://www.iana.org/assignments/media-types/application/rdf+xml,NA,NA,NA,NA
VERSIE-DISTRIB,omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_xsd,dcat:Distribution,be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_xsd,NA,NA,NA,NA,NA,"Codelijst chemischeanalysemethodeontsluitingen, geserialiseerd in een xsd bestand met een enumeratie.",omg_distribution:codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_xsd,10/09/2022,NA,NA,NA,ovo:OVO003751,NA,Codelijst chemischeanalysemethodeontsluitingen in xml/xsd formaat.,NA,"Codelijst chemischeanalysemethodeontsluitingen, in xml xsd-formaat.",NA,NA,NA,access_right:PUBLIC,NA,NA,https://data.bodemenondergrond.vlaanderen.be/doc/distribution/codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen_xsd.html,NA,NA,NA,NA,file_type:XSD,https://github.com/bodemenondergrond/codelijst-chemischeanalysemethodeontsluitingen.git,http://www.iana.org/assignments/media-types/application/gzip,https://datasets.bodemenondergrond.vlaanderen.be/be.vlaanderen.bodemenondergrond.data.id.distribution.codelijst-chemischeanalysemethodeontsluitingen.chemischeanalysemethodeontsluitingen.xsd,https://www.iana.org/assignments/media-types/application/xml,NA,NA,NA,NA
VERSIE-PACKAGE,omg_package:be.vlaanderen.bodemenondergrond.data.id.graph.codelijst-chemischeanalysemethodeontsluitingen,spdx:Package|dcat:Distribution,be.vlaanderen.bodemenondergrond.data.id.graph.codelijst-chemischeanalysemethodeontsluitingen,NA,NA,NA,NA,NA,"Codelijst chemischeanalysemethodeontsluitingen, Jar maven package.",omg_package:be.vlaanderen.bodemenondergrond.data.id.graph.codelijst-chemischeanalysemethodeontsluitingen,13/02/2023,NA,NA,NA,ovo:OVO003751,NA,Codelijst chemischeanalysemethodeontsluitingen in jar-formaat.,NA,Package codelijst-chemischeanalysemethodeontsluitingen,NA,NA,NA,access_right:PUBLIC,NA,NA,NA,NA,NA,NA,NA,file_type:JAR,NA,NA,,NA,NA,NA,NA,NA
